Crânio;Pele;TECIDO;Caixa;NROTR;NROCT;NROCAMPO;NROPUC;GENERO;ESPECIE;SEXO;PESO;HORAC;DIA;MES;ANO;NROLOCAL;LOCAL;BLOCOPOP;TERRENO;FORMACAO;S LATITUDE;W LONGITUDE;ALTITUDE;COLETORES;CORPOmm;CAUDAmm;PESEMGARRA;INCISIVO;PECOMGARRA;VAGINA;LEITE;ESTADOREPROD;2N;NF;TESTICULOS;COMPTESDIR;COMPTESESQ;DIATESDIR;DIATESESQ;NROEMB;UTERODIR;UTEROESQ;EMB1;EMB2;EMB3;EMB4;PESOCRSTAL;NRODIPLOI;NA;METAS;ACROS;PAR1;PAR2;BANDAG;BANDAC;DAPI;NOR;MITOSE;MEIOSE;COMSINAP;CHROMOMIC;COMPCRANIO;CCONDBASAL;COMPNASAL;LNASAL;LBIMEATAL;LBIZIGOMAT;LMASTOIDE;LFRONTAL;LROSTRAL;LCXCRANIAN;FORPORBITA;CCONDNASAL;DIASTEMA;CBULA;LBULA;LINCISIVO;COMPIVPMOL;CSMOLAR;LMANDIBULA;CPALATAL;ISQUION;CPUBIS;CILEUM;LPUBIS;M1;M2;M3;M4;M5;M6;M7;M8;M9;M10;Field1;GOT-1;GOT-2;AAT1;AAT2;LAP;PGI;IDH1;MDH1;MDH2;SOD;PGM1;PGM2;PGM3;ACP;ES-4;ES6;PGD;AL;TF;PT-1;PT-2;PT-3;HB;GLO-I;FIGADO;RIM;CORACAO;ESTÔMAGO;MUSCULO;PARASITAS;RECAPTURA1;RECAPTURA2;OBSERVAÇÕES
;;caixa 7;;TR2290;G.30;;;Ctenomys;flamarioni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 7;;TR2291;G.32;;;Ctenomys;flamarioni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 7;;TR2292;G.33;;;Ctenomys;flamarioni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 7;;TR2293;G.40;;;Ctenomys;flamarioni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 7;;TR2294;G.41;;;Ctenomys;flamarioni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 7;;TR2295;G.45;;;Ctenomys;flamarioni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 7;;TR2296;G.52;;;Ctenomys;flamarioni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 7;;TR2297;G.53;;;Ctenomys;flamarioni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 7;;TR2298;G.54;;;Ctenomys;flamarioni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 7;;TR2299;G.55;;;Ctenomys;flamarioni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 7;;TR2300;G.59;;;Ctenomys;flamarioni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 7;;TR2301;G.63;;;Ctenomys;flamarioni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 7;;TR2302;G.66;;;Ctenomys;flamarioni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 7;;TR2303;G.67;;;Ctenomys;flamarioni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 7;;TR2304;G.73;;;Ctenomys;flamarioni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 7;;TR2305;G.75;;;Ctenomys;flamarioni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 7;;TR2306;G.77;;;Ctenomys;flamarioni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 7;;TR2307;G.78;;;Ctenomys;flamarioni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 7;;TR2308;G.79;;;Ctenomys;flamarioni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 7;;TR2309;G.79;;;Ctenomys;flamarioni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 7;;TR2310;G.80;;;Ctenomys;flamarioni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 7;;TR2311;G.81;;;Ctenomys;flamarioni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 7;;TR2312;G.84;;;Ctenomys;flamarioni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 7;;TR2313;G.85;;;Ctenomys;flamarioni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 7;;TR2314;G.88;;;Ctenomys;flamarioni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 7;;TR2315;G.89;;;Ctenomys;flamarioni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 7;;TR2316;G.91;;;Ctenomys;flamarioni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 7;;TR2317;G.93;;;Ctenomys;flamarioni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 7;;TR2318;G.94;;;Ctenomys;flamarioni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 7;;TR2319;G.96;;;Ctenomys;flamarioni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 7;;TR2320;G.97;;;Ctenomys;flamarioni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 7;;TR2321;G.98;;;Ctenomys;flamarioni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 7;;TR2322;G.99;;;Ctenomys;flamarioni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dep. Genética;;caixa 10;;TR2323;JR.320;;;Ctenomys;sp.;;;;;;;;Alegrete;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;+;;;;
Dep. Genética;;caixa 10;;TR2324;JR.321;;;Ctenomys;sp.;;;;;;;;Alegrete;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;+;;;;
;;caixa 10;;TR2325;JR.322;;;Ctenomys;sp.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dep. Genética;;caixa 10;;TR2326;JR.323;;;Ctenomys;sp.;;;;;;;;Alegrete;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;+;;;;
;;caixa 10;;TR2327;JR.324;;;Ctenomys;sp.;;;;;;;;Alegrete;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;+;;;;
;;caixa 10;;TR2328;JR.325;;;Ctenomys;sp.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dep. Genética;;caixa 10;;TR2329;JR.333;;;Ctenomys;sp.;;;;;;;;Alegrete;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;+;;;;
Dep. Genética;;caixa 10;;TR2330;JR.334;;;Ctenomys;sp.;;;;;;;;Alegrete;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;+;;;;
;;caixa 10;;TR2331;JR.335;;;Ctenomys;sp.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 10;;TR2332;JR.397;;;Ctenomys;sp.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 10;;TR2333;JR.398;;;Ctenomys;sp.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 10;;TR2334;JR.399;;;Ctenomys;sp.;;;;;;;;Alegrete;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;+;;;;
;;caixa 10;;TR2335;JR.400;;;Ctenomys;sp.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 10;;TR2336;JR.401;;;Ctenomys;sp.;;;;;;;;Alegrete;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;+;;;;
;;caixa 10;;TR2337;JR.402;;;Ctenomys;sp.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 10;;TR2338;JR.412;;;Ctenomys;sp.;;;;;;;;Alegrete;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;+;;;;
;;caixa 10;;TR2339;JR.413;;;Ctenomys;sp.;;;;;;;;Alegrete;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;+;;;;
;;caixa 10;;TR2340;JR.414;;;Ctenomys;sp.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 10;;TR2341;JR.415;;;Ctenomys;sp.;;;;;;;;Alegrete;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;+;;;;
;;caixa 10;;TR2342;JR.416;;;Ctenomys;sp.;;;;;;;;Alegrete;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 3;;TR2343;L.001;;;Ctenomys;minutus;f;;;20;3;2002;;Torres/Praia Gaivota;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 3;;TR2344;L.002;;;Ctenomys;minutus;f;220;;20;3;2002;;Torres/Praia Gaivota;;;;;;;;;;;;;cicatrizada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 3;;TR2345;L.003;;;Ctenomys;minutus;m;300;;20;3;2002;;Torres/Praia Guarita;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 3;;TR2346;L.004;;;Ctenomys;minutus;m;355;;20;3;2002;;Torres/Praia Guarita;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 3;;TR2347;L.005;;;Ctenomys;minutus;f;225;;20;3;2002;;Torres/Praia Guarita;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 3;;TR2348;L.006;;;Ctenomys;minutus;f;260;;20;3;2002;;Torres/Praia Guarita;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 3;;TR2349;L.007;;;Ctenomys;minutus;m;120;;20;3;2002;;Torres/Praia Guarita;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 3;;TR2350;L.008;;;Ctenomys;minutus;m;170;;20;3;2002;;Torres/Praia Guarita;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 3;;TR2351;L.009;;;Ctenomys;minutus;f;210;;20;3;2002;;Torres/Praia Guarita;;;;;;;;;;;;;ñ perfurada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 3;;TR2352;L.010;;;Ctenomys;minutus;m;315;;20;3;2002;;Torres/Praia Guarita;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 3;;TR2353;L.011;;;Ctenomys;minutus;f;180;;20;3;2002;;Torres/Praia Guarita;;;;;;;;;;;;;cicatrizada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;TR2354;L.012;;;Ctenomys;minutus;f;240;;20;3;2002;;Torres/Praia Guarita;;;;;;;;;;;;;cicatrizada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 3;;TR2355;L.013;;;Ctenomys;minutus;f;245;;20;3;2002;;Torres/Praia Guarita;;;;;;;;;;;;;cicatrizada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 3;;TR2356;L.014;;;Ctenomys;minutus;f;200;;;;;;Torres/Praia Gaivota;;;;;;;;275;;;;39;cicatrizada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;TR2357;L.015;;;Ctenomys;minutus;f;210;;;;;;Torres/Praia Gaivota;;;;;;;;285;85;36;8.2;40;perfurada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 3;;TR2358;L.016;;;Ctenomys;minutus;f;100;;;;;;Torres/Praia Gaivota;;;;;;;;240;65;32;8.25;35;cicatrizada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;TR2359;L.017;;;Ctenomys;minutus;m;350;;;;;;Torres/Praia Gaivota;;;;;;;;350;73;39;3.07;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 3;;TR2360;L.018;;;Ctenomys;minutus;f;170;;;;;;Torres/Praia Gaivota;;;;;;;;260;75;35;2.53;40;cicatrizada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 3;;TR2361;L.019;;;Ctenomys;minutus;f;240;;;;;;Torres/Praia Gaivota;;;;;;;;285;76;36;2.91;40;ñ perfurada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 3;;TR2362;L.020;;;Ctenomys;minutus;m;;;;;;;Torres/Praia Gaivota;;;;;;;;320;81;40;3.12;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;TR2363;L.021;;;Ctenomys;minutus;m;185;;;;;;Torres/Praia Gaivota;;;;;;;;260;66;40;2.58;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;TR2364;L.022;;;Ctenomys;minutus;f;200;;;;;;Torres/Praia Gaivota;;;;;;;;255;62;30;2.62;35;ñ perfurada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;TR2365;L.023;;;Ctenomys;minutus;m;290;;;;;;Torres/Praia Gaivota;;;;;;;;300;70;38;3.48;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;TR2366;L.024;;;Ctenomys;minutus;m;305;;;;;;Torres/Praia Gaivota;;;;;;;;290;75;36;2.97;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 3;;TR2367;L.025;;;Ctenomys;minutus;f;255;;;;;;Torres/Praia Gaivota;;;;;;;;250;65;35;2.83;38;perfurada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 3;;TR2368;L.026;;;Ctenomys;minutus;m;270;;21;5;2002;;Torres/Praia Guarita;;;;;;;;265;72;35;2.82;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 3;;TR2369;L.027;;;Ctenomys;minutus;f;260;;21;5;2002;;Torres/Praia Guarita;;;;;;;;260;68;35;2.6;39;cicatrizada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 3;;TR2370;L.028;;;Ctenomys;minutus;m;260;;21;5;2002;;Torres/Praia Guarita;;;;;;;;270;65;35;2.64;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
