Crânio;Pele;TECIDO;Caixa;NROTR;NROCT;NROCAMPO;NROPUC;GENERO;ESPECIE;SEXO;PESO;HORAC;DIA;MES;ANO;NROLOCAL;LOCAL;BLOCOPOP;TERRENO;FORMACAO;S LATITUDE;W LONGITUDE;ALTITUDE;COLETORES;CORPOmm;CAUDAmm;PESEMGARRA;INCISIVO;PECOMGARRA;VAGINA;LEITE;ESTADOREPROD;2N;NF;TESTICULOS;COMPTESDIR;COMPTESESQ;DIATESDIR;DIATESESQ;NROEMB;UTERODIR;UTEROESQ;EMB1;EMB2;EMB3;EMB4;PESOCRSTAL;NRODIPLOI;NA;METAS;ACROS;PAR1;PAR2;BANDAG;BANDAC;DAPI;NOR;MITOSE;MEIOSE;COMSINAP;CHROMOMIC;COMPCRANIO;CCONDBASAL;COMPNASAL;LNASAL;LBIMEATAL;LBIZIGOMAT;LMASTOIDE;LFRONTAL;LROSTRAL;LCXCRANIAN;FORPORBITA;CCONDNASAL;DIASTEMA;CBULA;LBULA;LINCISIVO;COMPIVPMOL;CSMOLAR;LMANDIBULA;CPALATAL;ISQUION;CPUBIS;CILEUM;LPUBIS;M1;M2;M3;M4;M5;M6;M7;M8;M9;M10;Field1;GOT-1;GOT-2;AAT1;AAT2;LAP;PGI;IDH1;MDH1;MDH2;SOD;PGM1;PGM2;PGM3;ACP;ES-4;ES6;PGD;AL;TF;PT-1;PT-2;PT-3;HB;GLO-I;FIGADO;RIM;CORACAO;ESTÔMAGO;MUSCULO;PARASITAS;RECAPTURA1;RECAPTURA2;OBSERVAÇÕES
;;;B, E, I;;TR.685;NC.0172;;Ctenomys;lami;m;190;0;18;5;1985;14;Estiva;C;Campo arenoso;Qbd1;3005;5045;50;Freitas & Zanchin;254;64;32;;0;-;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;54;76;23;30;MM;MM;;;;;;;;;44,20;42,40;15,95; 6,30;26,70;26,90;26,15; 9,65;11,65;18,05; 9,20;28,70;12,45;15,95; 8,00; 3,30; 3,90; 9,50;31,55;20,15;9.4;14.55;21.15;1.75;6.15;13;14.15;13.8;15.8;23.3;23.35;25.1;29.65;31.5;;1,3;0,96;;;0,96;200;100;0,7;100;0,2;113;;0,96;136;;333;;;;;;;;;+;+;+;;+;;;;
;;;;;TR.686;0000000;;Ctenomys;flamarioni;m;0;12:00;5;2;1984;58;Sao Jose do Norte;;Praia;;0;0;0;Travi;315;95;41;;45;;;;;;abdom;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;53,10;50,10;20,70; 9,10;31,80;33,45;30,60; 9,65;13,40;19,35;10,95;34,05;15,55;18,55; 7,85; 4,00; 4,05;10,55;42,70;25,10;0;0;0;0;7.25;18.15;14.55;16.2;18.55;27.4;28.65;28.75;35.8;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.687;NC.0170;;Ctenomys;lami;f;215;0;18;5;1985;14;Estiva;C;Campo arenoso;Qbd1;3005;5045;50;Freitas & Zanchin;271;78;33;;0;-;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;54;77;25;27;MM;MM;;;;;;;;;46,10;44,50;17,40; 6,60;27,40;27,90;26,35; 9,10;11,85;17,70; 9,90;30,35;12,75;16,35; 8,30; 3,35; 4,00; 9,85;37,00;21,80;11.2;19.4;25.3;1.5;6.15;13.6;11.55;13.55;15.5;24.55;25.1;26.5;31.4;33.6;;1,3;0,96;;;100;200/300;100;0,7;100;0,2;113;;0,96;136;;333;;;;;;;;;;;;;;;;;
;;;;;TR.688;NC.0195;;Ctenomys;minutus;f;168;0;0;0;0;38;Mostardas;;Campo arenoso;;0;0;0;;243;68;33;;37;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;42;74;0;0;;;;;;;;;;;39,80;38,50;14,60; 6,40;25,60;25,90;25,00; 7,80;10,00;17,70; 8,30;27,10;10,00;14,20; 6,50; 2,70; 3,20; 9,00;29,65;17,50;7.8;13.2;19.4;1.5;4.95;13.25;12.05;11.65;13.45;21.1;22.3;20.9;27.3;28.8;;;;b;c;c;b;a;ab;c;;a;b;;cd;;cd;;;;;;;;;;;;;;;;;
;;;;;TR.689;NC.0160;;Ctenomys;flamarioni;f;0;0;0;3;1985;39;Praia do Cassino;;Dunas;;3215;5200;12;Freitas & Oliveira;0;0;0;;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;43,90;42,90;15,00; 6,35;25,50;27,30;25,30; 8,95;12,10;16,40; 9,40;29,00;13,10;15,50; 7,20; 3,35; 3,70; 8,90;34,30;20,00;0;0;0;0;5.7;12.8;10;13.3;14.75;0;0;24.1;29.45;30.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.690;0000000;;Ctenomys;torquatus;m;0;;27;10;1988;63;Minas do Leao;;;;0;0;0;TROF,LORECI SILVA,GP;146;10;25;;28;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.691;0000000;;Ctenomys;torquatus;f;278;12:15;23;11;1988;63;Minas do Leao;;Campo arenoso;;0;0;0;TROF;190;73;32;;35;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00;11.1;17.2;24.1;1.45;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.691;0000000;;Ctenomys;torquatus;f;278;12:15;23;11;1988;63;Minas do Leao;;Campo arenoso;;0;0;0;TROF;190;73;32;;35;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.692;0000000;;Ctenomys;torquatus;f;146;13:00;23;11;1988;63;Minas do Leao;;Campo arenoso;;0;0;0;TROF;160;65;30;;32;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.693;0000000;;Ctenomys;torquatus;f;110;18:25;23;11;1988;63;Minas do Leao;;Campo arenoso;;0;0;0;TROF;150;60;29;;31;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.694;0000000;;Ctenomys;torquatus;m;0;18:25;23;11;1988;63;Minas do Leao;;Campo arenoso;;0;0;0;TROF;225;80;34;;39;;;;;;ing;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.695;0000000;;Ctenomys;torquatus;;228;18:56;23;11;1988;63;Minas do Leao;;Campo;;0;0;0;TROF;200;80;31;;37;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.696;0000000;;Ctenomys;torquatus;f;70;19:00;23;11;1988;63;Minas do Leao;;Campo;;0;0;0;TROF;160;75;32;;35;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.697;0000000;;Ctenomys;torquatus;m;170;19:05;23;11;1988;63;Minas do Leao;;Campo;;0;0;0;TROF;160;75;32;;35;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00;9.6;11.5;17.2;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.698;0000000;;Ctenomys;torquatus;m;0;19:10;24;11;1988;63;Minas do Leao;;Campo;;0;0;0;TROF;160;76;31;;35;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.699;0000000;;Ctenomys;torquatus;m;0;20:00;24;11;1988;63;Minas do Leao;;Campo;;0;0;0;TROF;222;87;19;;20;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00;9.2;12.9;26.15;2.75;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.700;0000000;;Ctenomys;torquatus;f;250;20:00;25;11;1988;63;Minas do Leao;;Campo;;0;0;0;TROF;210;70;32;;37;+;;;;;;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.701;0000000;;Ctenomys;torquatus;f;260;;25;11;1988;63;Minas do Leao;;Campo;;0;0;0;TROF;210;83;34;;38;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.701;0000000;;Ctenomys;torquatus;m;250;11:30;20;12;1988;63;Minas do Leao;;Campo;;0;0;0;TROF;0;0;0;;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.702;0000000;;Ctenomys;torquatus;f;220;20:05;25;11;1988;63;Minas do Leao;;Campo;;0;0;0;TROF;205;80;33;;37;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00;12.3;18.03;26.25;1.95;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.703;0000000;;Ctenomys;torquatus;m;220;20:05;25;11;1988;63;Minas do Leao;;Campo;;0;0;0;TROF;230;80;35;;40;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00;12.55;17.5;25.7;2.5;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.704;0000000;;Ctenomys;torquatus;f;0;;18;12;1988;63;Minas do Leao;;Campo;;0;0;0;TROF;185;80;32;;36;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.705;0000000;;Ctenomys;torquatus;f;0;;18;12;1988;63;Minas do Leao;;Campo;;0;0;0;TROF;205;75;31;;36;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.706;0000000;;Ctenomys;torquatus;f;0;;18;12;1988;63;Minas do Leao;;Campo;;0;0;0;TROF;240;75;31;;36;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.707;0000000;;Ctenomys;torquatus;m;240;10:40;20;12;1988;63;Minas do Leao;;Campo;;0;0;0;TROF;0;0;0;;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00;11.1;14.4;22.2;2.1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.709;0000000;;Ctenomys;torquatus;m;220;11:00;21;12;1988;63;Minas do Leao;;Campo;;0;0;0;TROF;0;0;0;;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;L;;TR.722;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;;;;;;
;;;;;TR.731;;;Ctenomys;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;+;;;;
;;;;;TR.732;;;Ctenomys;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;+;;;;
;;;;;TR.733;;;Ctenomys;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;+;;;;
;;;L;;TR.735;;;Ctenomys;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;+;+;;;;
;;;L;;TR.736;;;Ctenomys;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;+;;;;
;;;;;TR.737;;;Ctenomys;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;+;;;;
;;;A;;TR.739;;;Ctenomys;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;;;;
;;;A;;TR.740;;;Ctenomys;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;+;;;;
;;;A;;TR.741;;;Ctenomys;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;+;+;;;;
;;;A;;TR.743;;;Ctenomys;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;+;;;;
;;;A;;TR.744;;;Ctenomys;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;+;+;;;;
;;;A;;TR.745;;;Ctenomys;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;+;+;;;;
Dep. Genética;;caixa Thales 2;;;TR.747;;;Ctenomys;minutus;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46;76;32;12;;;;;;;;;;;48,03;44,75;17,80; 7,26;26,58;28,09;26,95; 9,28;12,07;16,68;10,56;31,08;14,09;15,43; 8,17; 3,22; 4,11;10,16;38,42;23,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dep. Genética;;caixa Thales 2;;;TR.748;;;Ctenomys;minutus;f;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46;76;32;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dep. Genética;Dep. Genética;caixa Thales 4;;;TR.749;;;Ctenomys;minutus;f;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;41,53;39,57;14,26; 5,69;25,71;25,43;24,58; 8,15;10,07;16,72; 9,05;30,16;12,29;12,92; 7,66; 2,70; 3,61; 8,42;32,65;19,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 4;A;;TR.750;;;Ctenomys;minutus;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;+;;;;;
;;;A;;TR.751;;;Ctenomys;minutus;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;+;;;;;
;;caixa Thales 4;A;;TR.752;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;+;+;;;;
;;;A;;TR.753;;;Ctenomys;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;+;;;;;
;;;A;;TR.754;;;Ctenomys;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;+;;;;;
;;caixa Thales 4;;;TR.756;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;+;;;;
;;caixa Thales 4 - caixa 14;;;TR.769;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;;;;;;;
;;;;;TR.778;;;Ctenomys;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;+;;;;
;;caixa Thales 2 - caixa Thales 3;;;TR.802;;;Ctenomys;minutus;f;;;;;;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 4;;;TR.802;;;Ctenomys;minutus;f;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 3 - caixa Thales 2;;;TR.803;;;Ctenomys;minutus;f;;;;;;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;;;;;;;
Dep. Genética;;caixa Thales 2;;;TR.805;;;Ctenomys;minutus;m;;;;;;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;76;30;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;;;;;;
;;caixa Thales 2 - caixa Thales 4;;;TR.806;;;Ctenomys;minutus;m;;;;;;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;76;30;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dep. Genética;;caixa Thales 4;;;TR.810;;;Ctenomys;minutus;m;;10:45;7;4;1995;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;76;31;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa Thales 4;;;TR.811;;;Ctenomys;minutus;m;;10:50;7;4;1995;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46;76;32;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dep. Genética;;caixaThales3-caixaThales4/caixa 9;E;;TR.812;;;Ctenomys;minutus;f;;11:05;7;4;1995;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;76;31;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;;;;;
Dep. Genética;;caixaThales3-caixaThales4/caixa 9;;;TR.813;;;Ctenomys;minutus;f;;;7;4;1995;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;76;30;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;;;;;
;;caixa Thales 3 - caixa Thales 4;;;TR.814;;;Ctenomys;minutus;;;;7;4;1995;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
